Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
16.01.2024 11:00;16.01.2024 12:00;64.651,00;21.516,00;2.474,25;12.682,00;6.359,75;43.135,00
16.01.2024 12:00;16.01.2024 13:00;65.168,00;22.134,50;2.828,75;12.239,75;7.066,00;43.033,50
16.01.2024 13:00;16.01.2024 14:00;64.925,00;22.046,75;3.172,75;12.025,00;6.849,00;42.878,25
16.01.2024 14:00;16.01.2024 15:00;63.587,00;20.297,25;3.503,25;11.427,25;5.366,75;43.289,75
16.01.2024 15:00;16.01.2024 16:00;62.791,00;17.300,00;3.740,00;10.882,50;2.677,50;45.491,00
16.01.2024 16:00;16.01.2024 17:00;62.328,00;15.496,75;3.903,25;11.132,00;461,50;46.831,25
16.01.2024 17:00;16.01.2024 18:00;64.908,00;16.214,00;4.033,25;12.179,50;1,25;48.694,00
16.01.2024 18:00;16.01.2024 19:00;65.837,00;17.688,50;4.238,00;13.450,50;0,00;48.148,50
16.01.2024 19:00;16.01.2024 20:00;65.461,00;19.126,00;4.570,50;14.555,50;0,00;46.335,00
16.01.2024 20:00;16.01.2024 21:00;63.380,00;20.261,75;4.971,00;15.290,75;0,00;43.118,25
16.01.2024 21:00;16.01.2024 22:00;60.255,00;20.893,00;5.374,25;15.518,75;0,00;39.362,00
16.01.2024 22:00;16.01.2024 23:00;56.301,00;21.163,25;5.736,50;15.426,75;0,00;35.137,75
16.01.2024 23:00;17.01.2024 00:00;54.334,00;21.385,00;5.931,25;15.453,75;0,00;32.949,00
17.01.2024 00:00;17.01.2024 01:00;51.287,00;21.791,50;5.692,25;16.099,25;0,00;29.495,50
17.01.2024 01:00;17.01.2024 02:00;50.004,00;22.215,00;5.587,00;16.628,00;0,00;27.789,00
17.01.2024 02:00;17.01.2024 03:00;50.465,00;22.730,00;5.485,00;17.245,00;0,00;27.735,00
17.01.2024 03:00;17.01.2024 04:00;50.426,00;23.272,50;5.473,00;17.799,50;0,00;27.153,50
17.01.2024 04:00;17.01.2024 05:00;50.956,00;23.702,75;5.488,50;18.214,25;0,00;27.253,25
17.01.2024 05:00;17.01.2024 06:00;52.889,00;23.935,75;5.407,75;18.528,00;0,00;28.953,25
17.01.2024 06:00;17.01.2024 07:00;58.388,00;24.187,00;5.137,50;19.049,50;0,00;34.201,00
17.01.2024 07:00;17.01.2024 08:00;63.399,00;23.268,50;4.616,00;18.652,50;0,00;40.130,50
17.01.2024 08:00;17.01.2024 09:00;66.886,00;22.038,50;3.980,50;17.715,75;342,25;44.847,50
17.01.2024 09:00;17.01.2024 10:00;66.267,00;20.762,75;3.276,25;16.097,50;1.389,00;45.504,25
17.01.2024 10:00;17.01.2024 11:00;64.428,00;18.586,25;2.743,00;13.347,00;2.496,25;45.841,75
17.01.2024 11:00;17.01.2024 12:00;61.837,00;15.470,25;2.450,50;10.000,25;3.019,50;46.366,75
17.01.2024 12:00;17.01.2024 13:00;59.329,00;12.738,75;2.316,00;7.516,75;2.906,00;46.590,25
17.01.2024 13:00;17.01.2024 14:00;57.161,00;10.393,00;2.218,00;5.843,25;2.331,75;46.768,00
17.01.2024 14:00;17.01.2024 15:00;55.318,00;8.398,25;2.090,50;4.807,75;1.500,00;46.919,75
17.01.2024 15:00;17.01.2024 16:00;54.561,00;6.964,25;1.903,75;4.383,25;677,25;47.596,75
17.01.2024 16:00;17.01.2024 17:00;55.064,00;6.223,50;1.699,50;4.378,75;145,25;48.840,50
17.01.2024 17:00;17.01.2024 18:00;55.564,00;6.019,50;1.554,25;4.461,25;4,00;49.544,50
17.01.2024 18:00;17.01.2024 19:00;55.048,00;5.995,50;1.455,25;4.540,25;0,00;49.052,50
17.01.2024 19:00;17.01.2024 20:00;53.600,00;6.103,00;1.388,25;4.714,75;0,00;47.497,00
17.01.2024 20:00;17.01.2024 21:00;52.598,00;6.444,50;1.354,50;5.090,00;0,00;46.153,50
17.01.2024 21:00;17.01.2024 22:00;50.419,00;6.874,75;1.405,75;5.469,00;0,00;43.544,25
17.01.2024 22:00;17.01.2024 23:00;48.034,00;7.368,25;1.553,25;5.815,00;0,00;40.665,75
17.01.2024 23:00;18.01.2024 00:00;45.204,00;7.909,50;1.736,25;6.173,25;0,00;37.294,50
18.01.2024 00:00;18.01.2024 01:00;41.449,00;7.155,75;1.455,00;5.700,75;0,00;34.293,25
18.01.2024 01:00;18.01.2024 02:00;40.135,00;7.443,25;1.647,50;5.795,75;0,00;32.691,75
18.01.2024 02:00;18.01.2024 03:00;39.504,00;7.676,25;1.785,50;5.890,75;0,00;31.827,75
18.01.2024 03:00;18.01.2024 04:00;39.439,00;7.881,25;1.915,00;5.966,25;0,00;31.557,75
18.01.2024 04:00;18.01.2024 05:00;40.712,00;8.075,50;2.036,00;6.039,50;0,00;32.636,50
18.01.2024 05:00;18.01.2024 06:00;43.073,00;8.115,50;2.043,75;6.071,75;0,00;34.957,50
18.01.2024 06:00;18.01.2024 07:00;48.445,00;8.046,50;1.978,75;6.067,75;0,00;40.398,50
18.01.2024 07:00;18.01.2024 08:00;52.034,00;7.947,50;1.955,00;5.992,50;0,00;44.086,50
18.01.2024 08:00;18.01.2024 09:00;55.664,00;8.304,00;1.916,75;6.081,75;305,50;47.360,00
18.01.2024 09:00;18.01.2024 10:00;56.643,00;10.026,25;1.917,75;6.322,00;1.786,50;46.616,75
18.01.2024 10:00;18.01.2024 11:00;57.006,00;12.389,00;2.003,00;6.575,75;3.810,25;44.617,00
18.01.2024 11:00;18.01.2024 12:00;57.726,00;13.962,00;2.103,50;6.451,50;5.407,00;43.764,00
18.01.2024 12:00;18.01.2024 13:00;56.179,00;14.617,00;2.252,50;6.231,00;6.133,50;41.562,00
18.01.2024 13:00;18.01.2024 14:00;55.429,00;14.553,25;2.461,00;6.355,75;5.736,50;40.875,75
18.01.2024 14:00;18.01.2024 15:00;54.315,00;13.873,00;2.775,75;6.785,25;4.312,00;40.442,00
18.01.2024 15:00;18.01.2024 16:00;54.142,00;12.941,00;3.168,00;7.609,25;2.163,75;41.201,00
18.01.2024 16:00;18.01.2024 17:00;55.677,00;12.975,25;3.584,00;8.991,75;399,50;42.701,75
18.01.2024 17:00;18.01.2024 18:00;59.420,00;14.644,25;4.138,50;10.505,25;0,50;44.775,75
18.01.2024 18:00;18.01.2024 19:00;61.168,00;16.445,50;4.677,75;11.767,75;0,00;44.722,50
18.01.2024 19:00;18.01.2024 20:00;61.774,00;17.992,50;5.099,50;12.893,00;0,00;43.781,50
18.01.2024 20:00;18.01.2024 21:00;61.021,00;19.458,25;5.345,00;14.113,25;0,00;41.562,75
18.01.2024 21:00;18.01.2024 22:00;59.539,00;20.676,25;5.483,50;15.192,75;0,00;38.862,75
18.01.2024 22:00;18.01.2024 23:00;56.283,00;21.832,25;5.626,50;16.205,75;0,00;34.450,75
18.01.2024 23:00;19.01.2024 00:00;54.236,00;22.940,50;5.707,75;17.232,75;0,00;31.295,50
19.01.2024 00:00;19.01.2024 01:00;49.717,00;22.913,00;5.702,00;17.211,00;0,00;26.804,00
19.01.2024 01:00;19.01.2024 02:00;49.662,00;23.854,25;5.688,75;18.165,50;0,00;25.807,75
19.01.2024 02:00;19.01.2024 03:00;49.940,00;24.608,75;5.689,00;18.919,75;0,00;25.331,25
19.01.2024 03:00;19.01.2024 04:00;50.335,00;25.291,50;5.663,25;19.628,25;0,00;25.043,50
19.01.2024 04:00;19.01.2024 05:00;51.096,00;25.857,75;5.618,00;20.239,75;0,00;25.238,25
19.01.2024 05:00;19.01.2024 06:00;53.237,00;26.314,25;5.543,00;20.771,25;0,00;26.922,75
19.01.2024 06:00;19.01.2024 07:00;59.425,00;26.804,50;5.445,00;21.359,50;0,00;32.620,50
19.01.2024 07:00;19.01.2024 08:00;63.661,00;26.515,25;5.470,00;21.045,25;0,00;37.145,75
19.01.2024 08:00;19.01.2024 09:00;66.551,00;26.947,25;5.597,75;20.637,50;712,00;39.603,75
19.01.2024 09:00;19.01.2024 10:00;68.120,00;29.506,25;5.667,50;20.238,75;3.600,00;38.613,75
19.01.2024 10:00;19.01.2024 11:00;68.953,00;32.240,25;5.656,50;19.719,00;6.864,75;36.712,75
19.01.2024 11:00;19.01.2024 12:00;69.333,00;33.969,50;5.603,25;19.089,25;9.277,00;35.363,50
19.01.2024 12:00;19.01.2024 13:00;68.977,00;34.877,75;5.547,50;18.989,00;10.341,25;34.099,25
19.01.2024 13:00;19.01.2024 14:00;68.151,00;34.529,00;5.443,00;19.498,50;9.587,50;33.622,00
19.01.2024 14:00;19.01.2024 15:00;66.818,00;32.842,00;5.307,00;20.183,75;7.351,25;33.976,00
19.01.2024 15:00;19.01.2024 16:00;65.877,00;30.522,25;5.303,25;21.379,50;3.839,50;35.354,75
19.01.2024 16:00;19.01.2024 17:00;66.272,00;29.021,00;5.334,00;22.957,75;729,25;37.251,00
19.01.2024 17:00;19.01.2024 18:00;69.104,00;30.098,00;5.325,50;24.772,00;0,50;39.006,00
19.01.2024 18:00;19.01.2024 19:00;70.990,00;31.623,25;5.303,50;26.319,75;0,00;39.366,75
19.01.2024 19:00;19.01.2024 20:00;70.680,00;32.627,75;5.267,00;27.360,75;0,00;38.052,25
19.01.2024 20:00;19.01.2024 21:00;68.100,00;33.249,75;5.237,25;28.012,50;0,00;34.850,25
19.01.2024 21:00;19.01.2024 22:00;64.609,00;33.575,75;5.198,50;28.377,25;0,00;31.033,25
19.01.2024 22:00;19.01.2024 23:00;61.387,00;33.300,00;5.200,75;28.099,25;0,00;28.087,00
19.01.2024 23:00;20.01.2024 00:00;59.869,00;33.377,25;5.190,25;28.187,00;0,00;26.491,75
20.01.2024 00:00;20.01.2024 01:00;57.379,00;33.802,00;5.352,25;28.449,75;0,00;23.577,00
20.01.2024 01:00;20.01.2024 02:00;55.730,00;33.695,75;5.367,75;28.328,00;0,00;22.034,25
20.01.2024 02:00;20.01.2024 03:00;54.732,00;33.481,75;5.355,25;28.126,50;0,00;21.250,25
20.01.2024 03:00;20.01.2024 04:00;54.169,00;33.310,25;5.329,25;27.981,00;0,00;20.858,75
20.01.2024 04:00;20.01.2024 05:00;53.898,00;33.165,00;5.334,25;27.830,75;0,00;20.733,00
20.01.2024 05:00;20.01.2024 06:00;54.346,00;33.018,75;5.359,00;27.659,75;0,00;21.327,25
20.01.2024 06:00;20.01.2024 07:00;56.095,00;33.283,50;5.362,50;27.921,00;0,00;22.811,50
20.01.2024 07:00;20.01.2024 08:00;58.830,00;32.957,25;5.377,25;27.579,75;0,25;25.872,75
20.01.2024 08:00;20.01.2024 09:00;60.865,00;33.529,75;5.379,50;27.254,25;896,00;27.335,25
20.01.2024 09:00;20.01.2024 10:00;63.879,00;36.347,25;5.374,50;26.653,00;4.319,75;27.531,75
20.01.2024 10:00;20.01.2024 11:00;65.691,00;39.467,50;5.376,25;25.575,50;8.515,75;26.223,50
20.01.2024 11:00;20.01.2024 12:00;67.078,00;41.171,75;5.338,25;23.916,25;11.917,25;25.906,25
20.01.2024 12:00;20.01.2024 13:00;67.199,00;41.001,50;5.289,00;22.371,50;13.341,00;26.197,50
20.01.2024 13:00;20.01.2024 14:00;64.827,00;38.720,75;5.253,50;21.168,50;12.298,75;26.106,25
20.01.2024 14:00;20.01.2024 15:00;61.045,00;34.742,25;5.215,25;20.304,50;9.222,50;26.302,75
20.01.2024 15:00;20.01.2024 16:00;57.512,00;29.749,25;5.204,25;19.764,75;4.780,25;27.762,75
20.01.2024 16:00;20.01.2024 17:00;55.331,00;25.677,50;5.289,75;19.425,50;962,25;29.653,50
20.01.2024 17:00;20.01.2024 18:00;57.485,00;24.922,50;5.445,50;19.474,00;3,00;32.562,50
20.01.2024 18:00;20.01.2024 19:00;58.926,00;25.175,25;5.651,75;19.523,50;0,00;33.750,75
20.01.2024 19:00;20.01.2024 20:00;58.181,00;25.380,25;5.907,25;19.473,00;0,00;32.800,75
20.01.2024 20:00;20.01.2024 21:00;55.016,00;25.277,25;5.947,25;19.330,00;0,00;29.738,75
20.01.2024 21:00;20.01.2024 22:00;52.996,00;25.107,00;5.966,75;19.140,25;0,00;27.889,00
20.01.2024 22:00;20.01.2024 23:00;51.831,00;24.898,00;5.995,50;18.902,50;0,00;26.933,00
20.01.2024 23:00;21.01.2024 00:00;49.767,00;25.206,75;5.969,00;19.237,75;0,00;24.560,25
21.01.2024 00:00;21.01.2024 01:00;48.559,00;25.870,25;5.811,00;20.059,25;0,00;22.688,75
21.01.2024 01:00;21.01.2024 02:00;48.735,00;26.922,00;5.747,75;21.174,25;0,00;21.813,00
21.01.2024 02:00;21.01.2024 03:00;48.445,00;28.115,25;5.725,00;22.390,25;0,00;20.329,75
21.01.2024 03:00;21.01.2024 04:00;48.949,00;29.305,00;5.747,75;23.557,25;0,00;19.644,00
21.01.2024 04:00;21.01.2024 05:00;49.836,00;30.587,00;5.814,75;24.772,25;0,00;19.249,00
21.01.2024 05:00;21.01.2024 06:00;50.790,00;32.158,75;5.855,00;26.303,75;0,00;18.631,25
21.01.2024 06:00;21.01.2024 07:00;53.273,00;34.201,00;5.834,25;28.366,75;0,00;19.072,00
21.01.2024 07:00;21.01.2024 08:00;56.451,00;35.613,75;5.801,25;29.812,00;0,50;20.837,25
21.01.2024 08:00;21.01.2024 09:00;59.637,00;38.323,00;5.776,25;31.628,25;918,50;21.314,00
21.01.2024 09:00;21.01.2024 10:00;63.477,00;42.906,25;5.816,50;33.077,00;4.012,75;20.570,75
21.01.2024 10:00;21.01.2024 11:00;66.851,00;46.692,75;5.775,25;33.956,75;6.960,75;20.158,25
21.01.2024 11:00;21.01.2024 12:00;68.620,00;48.900,25;5.681,50;34.734,75;8.484,00;19.719,75
21.01.2024 12:00;21.01.2024 13:00;69.717,00;49.450,75;5.563,25;35.339,50;8.548,00;20.266,25
21.01.2024 13:00;21.01.2024 14:00;68.187,00;48.495,75;5.450,75;35.395,50;7.649,50;19.691,25
21.01.2024 14:00;21.01.2024 15:00;66.332,00;46.552,50;5.384,75;35.326,00;5.841,75;19.779,50
21.01.2024 15:00;21.01.2024 16:00;63.930,00;43.729,50;5.380,75;35.375,25;2.973,50;20.200,50
21.01.2024 16:00;21.01.2024 17:00;63.122,00;41.392,75;5.447,25;35.376,75;568,75;21.729,25
21.01.2024 17:00;21.01.2024 18:00;64.945,00;40.900,25;5.517,75;35.379,25;3,25;24.044,75
21.01.2024 18:00;21.01.2024 19:00;66.496,00;40.861,75;5.537,00;35.324,75;0,00;25.634,25
21.01.2024 19:00;21.01.2024 20:00;66.054,00;40.815,50;5.485,25;35.330,25;0,00;25.238,50
21.01.2024 20:00;21.01.2024 21:00;64.847,00;40.984,75;5.352,75;35.632,00;0,00;23.862,25
21.01.2024 21:00;21.01.2024 22:00;63.885,00;41.426,25;5.197,25;36.229,00;0,00;22.458,75
21.01.2024 22:00;21.01.2024 23:00;63.345,00;41.573,50;5.115,00;36.458,50;0,00;21.771,50
21.01.2024 23:00;22.01.2024 00:00;63.380,00;42.356,50;4.937,25;37.419,25;0,00;21.023,50
22.01.2024 00:00;22.01.2024 01:00;60.418,00;43.517,75;4.078,00;39.439,75;0,00;16.900,25
22.01.2024 01:00;22.01.2024 02:00;59.764,00;44.563,00;3.717,50;40.845,50;0,00;15.201,00
22.01.2024 02:00;22.01.2024 03:00;59.584,00;45.272,50;3.443,25;41.829,25;0,00;14.311,50
22.01.2024 03:00;22.01.2024 04:00;59.114,00;45.622,00;3.147,25;42.474,75;0,00;13.492,00
22.01.2024 04:00;22.01.2024 05:00;59.693,00;45.985,50;2.995,00;42.990,50;0,00;13.707,50
22.01.2024 05:00;22.01.2024 06:00;61.943,00;46.693,75;3.192,50;43.501,25;0,00;15.249,25
22.01.2024 06:00;22.01.2024 07:00;67.167,00;48.433,00;3.573,25;44.859,75;0,00;18.734,00
22.01.2024 07:00;22.01.2024 08:00;70.970,00;49.191,50;4.066,50;45.124,50;0,50;21.778,50
22.01.2024 08:00;22.01.2024 09:00;75.249,00;49.922,75;4.290,50;45.299,50;332,75;25.326,25
22.01.2024 09:00;22.01.2024 10:00;75.864,00;50.970,00;4.258,25;45.214,75;1.497,00;24.894,00
22.01.2024 10:00;22.01.2024 11:00;75.828,00;51.724,50;4.265,50;44.690,50;2.768,50;24.103,50
22.01.2024 11:00;22.01.2024 12:00;75.444,00;52.002,75;4.322,75;44.088,25;3.591,75;23.441,25
22.01.2024 12:00;22.01.2024 13:00;74.554,00;51.386,00;4.393,75;43.265,50;3.726,75;23.168,00
22.01.2024 13:00;22.01.2024 14:00;72.859,00;49.962,75;4.477,75;42.237,75;3.247,25;22.896,25
22.01.2024 14:00;22.01.2024 15:00;71.180,00;48.278,25;4.541,00;41.320,75;2.416,50;22.901,75
22.01.2024 15:00;22.01.2024 16:00;69.348,00;46.315,75;4.608,00;40.417,75;1.290,00;23.032,25
22.01.2024 16:00;22.01.2024 17:00;69.366,00;44.675,75;4.712,50;39.657,50;305,75;24.690,25
22.01.2024 17:00;22.01.2024 18:00;73.122,00;44.095,75;4.778,50;39.314,75;2,50;29.026,25
22.01.2024 18:00;22.01.2024 19:00;74.168,00;44.252,50;4.801,75;39.450,75;0,00;29.915,50
22.01.2024 19:00;22.01.2024 20:00;74.258,00;44.608,50;4.796,50;39.812,00;0,00;29.649,50
22.01.2024 20:00;22.01.2024 21:00;71.780,00;44.980,25;4.793,00;40.187,25;0,00;26.799,75
22.01.2024 21:00;22.01.2024 22:00;68.565,00;45.216,75;4.785,25;40.431,50;0,00;23.348,25
22.01.2024 22:00;22.01.2024 23:00;66.940,00;44.662,00;4.812,50;39.849,50;0,00;22.278,00
22.01.2024 23:00;23.01.2024 00:00;66.732,00;44.847,75;4.818,25;40.029,50;0,00;21.884,25
23.01.2024 00:00;23.01.2024 01:00;64.254,00;44.534,00;4.756,25;39.777,75;0,00;19.720,00
23.01.2024 01:00;23.01.2024 02:00;63.436,00;44.683,50;4.745,75;39.937,75;0,00;18.752,50
23.01.2024 02:00;23.01.2024 03:00;62.965,00;44.720,25;4.721,25;39.999,00;0,00;18.244,75
23.01.2024 03:00;23.01.2024 04:00;63.022,00;44.804,25;4.657,00;40.147,25;0,00;18.217,75
23.01.2024 04:00;23.01.2024 05:00;64.087,00;45.008,25;4.576,00;40.432,25;0,00;19.078,75
23.01.2024 05:00;23.01.2024 06:00;65.555,00;45.177,25;4.518,50;40.658,75;0,00;20.377,75
23.01.2024 06:00;23.01.2024 07:00;68.658,00;45.796,50;4.533,25;41.263,25;0,00;22.861,50
23.01.2024 07:00;23.01.2024 08:00;72.620,00;44.981,00;4.580,75;40.399,75;0,50;27.639,00
23.01.2024 08:00;23.01.2024 09:00;73.777,00;44.660,25;4.654,00;39.294,25;712,00;29.116,75
23.01.2024 09:00;23.01.2024 10:00;74.328,00;46.435,25;4.739,25;38.007,25;3.688,75;27.892,75
23.01.2024 10:00;23.01.2024 11:00;74.752,00;48.961,25;4.960,00;36.922,00;7.079,25;25.790,75
23.01.2024 11:00;23.01.2024 12:00;75.149,00;50.808,00;5.130,50;36.264,75;9.412,75;24.341,00
23.01.2024 12:00;23.01.2024 13:00;75.423,00;51.876,00;5.223,50;36.134,50;10.518,00;23.547,00
23.01.2024 13:00;23.01.2024 14:00;72.913,00;50.750,00;5.279,00;35.489,00;9.982,00;22.163,00
23.01.2024 14:00;23.01.2024 15:00;68.548,00;46.236,75;5.366,50;33.317,00;7.553,25;22.311,25
23.01.2024 15:00;23.01.2024 16:00;64.310,00;40.380,75;5.601,25;31.039,00;3.740,50;23.929,25
23.01.2024 16:00;23.01.2024 17:00;63.928,00;36.632,75;5.855,50;30.115,50;661,75;27.295,25
23.01.2024 17:00;23.01.2024 18:00;66.522,00;36.797,00;6.004,50;30.784,50;8,00;29.725,00
23.01.2024 18:00;23.01.2024 19:00;68.273,00;38.148,00;5.892,25;32.255,75;0,00;30.125,00
23.01.2024 19:00;23.01.2024 20:00;69.299,00;39.684,50;5.729,50;33.955,00;0,00;29.614,50
23.01.2024 20:00;23.01.2024 21:00;68.904,00;41.354,50;5.504,75;35.849,75;0,00;27.549,50
23.01.2024 21:00;23.01.2024 22:00;68.020,00;42.854,25;5.170,50;37.683,75;0,00;25.165,75
23.01.2024 22:00;23.01.2024 23:00;67.701,00;43.639,75;4.937,75;38.702,00;0,00;24.061,25
23.01.2024 23:00;24.01.2024 00:00;66.956,00;45.011,50;4.700,75;40.310,75;0,00;21.944,50
24.01.2024 00:00;24.01.2024 01:00;64.640,00;46.363,75;4.535,50;41.828,25;0,00;18.276,25
24.01.2024 01:00;24.01.2024 02:00;62.998,00;46.825,50;4.387,25;42.438,25;0,00;16.172,50
24.01.2024 02:00;24.01.2024 03:00;62.344,00;47.168,75;4.411,75;42.757,00;0,00;15.175,25
24.01.2024 03:00;24.01.2024 04:00;61.575,00;47.591,50;4.408,00;43.183,50;0,00;13.983,50
24.01.2024 04:00;24.01.2024 05:00;61.975,00;47.791,25;4.364,50;43.426,75;0,00;14.183,75
24.01.2024 05:00;24.01.2024 06:00;64.156,00;48.136,50;4.306,50;43.830,00;0,00;16.019,50
24.01.2024 06:00;24.01.2024 07:00;70.618,00;49.874,50;4.195,50;45.679,00;0,00;20.743,50
24.01.2024 07:00;24.01.2024 08:00;73.618,00;50.054,75;4.057,75;45.997,00;0,00;23.563,25
24.01.2024 08:00;24.01.2024 09:00;74.803,00;50.378,25;3.922,75;46.043,00;412,50;24.424,75
24.01.2024 09:00;24.01.2024 10:00;75.160,00;51.959,75;3.791,00;45.918,00;2.250,75;23.200,25
24.01.2024 10:00;24.01.2024 11:00;75.658,00;53.997,50;3.673,50;45.665,25;4.658,75;21.660,50
24.01.2024 11:00;24.01.2024 12:00;76.642,00;55.882,00;3.717,50;45.571,25;6.593,25;20.760,00
24.01.2024 12:00;24.01.2024 13:00;77.435,00;56.856,75;3.772,75;45.513,50;7.570,50;20.578,25
24.01.2024 13:00;24.01.2024 14:00;76.749,00;56.350,00;3.768,00;45.246,75;7.335,25;20.399,00
24.01.2024 14:00;24.01.2024 15:00;75.590,00;54.787,00;3.929,00;45.067,50;5.790,50;20.803,00
24.01.2024 15:00;24.01.2024 16:00;73.691,00;52.125,00;4.083,75;44.977,25;3.064,00;21.566,00
24.01.2024 16:00;24.01.2024 17:00;72.892,00;49.423,75;4.159,25;44.624,25;640,25;23.468,25
24.01.2024 17:00;24.01.2024 18:00;74.228,00;48.353,50;4.202,50;44.140,00;11,00;25.874,50
24.01.2024 18:00;24.01.2024 19:00;74.766,00;47.736,25;4.189,75;43.546,50;0,00;27.029,75
24.01.2024 19:00;24.01.2024 20:00;74.292,00;47.079,00;4.141,50;42.937,50;0,00;27.213,00
24.01.2024 20:00;24.01.2024 21:00;71.432,00;46.441,25;4.155,25;42.286,00;0,00;24.990,75
24.01.2024 21:00;24.01.2024 22:00;69.298,00;45.792,00;4.209,50;41.582,50;0,00;23.506,00
24.01.2024 22:00;24.01.2024 23:00;66.215,00;44.370,75;4.316,25;40.054,50;0,00;21.844,25
24.01.2024 23:00;25.01.2024 00:00;63.621,00;43.678,50;4.448,75;39.229,75;0,00;19.942,50
25.01.2024 00:00;25.01.2024 01:00;61.026,00;43.155,50;4.712,25;38.443,25;0,00;17.870,50
25.01.2024 01:00;25.01.2024 02:00;59.860,00;42.506,75;4.788,00;37.718,75;0,00;17.353,25
25.01.2024 02:00;25.01.2024 03:00;58.777,00;41.754,50;4.821,75;36.932,75;0,00;17.022,50
25.01.2024 03:00;25.01.2024 04:00;58.007,00;40.927,25;4.821,25;36.106,00;0,00;17.079,75
25.01.2024 04:00;25.01.2024 05:00;57.417,00;39.842,00;4.801,50;35.040,50;0,00;17.575,00
25.01.2024 05:00;25.01.2024 06:00;57.564,00;38.356,00;4.699,25;33.656,75;0,00;19.208,00
25.01.2024 06:00;25.01.2024 07:00;60.957,00;36.764,00;4.480,75;32.283,25;0,00;24.193,00
25.01.2024 07:00;25.01.2024 08:00;63.551,00;34.215,00;4.324,00;29.889,50;1,50;29.336,00
25.01.2024 08:00;25.01.2024 09:00;64.981,00;32.177,00;3.993,00;27.611,00;573,00;32.804,00
25.01.2024 09:00;25.01.2024 10:00;63.774,00;31.947,25;3.632,50;25.468,00;2.846,75;31.826,75
25.01.2024 10:00;25.01.2024 11:00;63.275,00;32.319,75;3.264,25;23.472,00;5.583,50;30.955,25
25.01.2024 11:00;25.01.2024 12:00;62.001,00;32.276,25;2.938,75;21.812,25;7.525,25;29.724,75
25.01.2024 12:00;25.01.2024 13:00;60.047,00;30.998,75;2.714,75;20.265,75;8.018,25;29.048,25
25.01.2024 13:00;25.01.2024 14:00;57.705,00;28.030,50;2.462,50;18.457,25;7.110,75;29.674,50
25.01.2024 14:00;25.01.2024 15:00;54.477,00;23.659,00;2.134,00;16.411,75;5.113,25;30.818,00
25.01.2024 15:00;25.01.2024 16:00;51.746,00;18.558,00;1.891,75;14.173,75;2.492,50;33.188,00
25.01.2024 16:00;25.01.2024 17:00;51.772,00;14.919,50;1.806,50;12.617,25;495,75;36.852,50
25.01.2024 17:00;25.01.2024 18:00;52.522,00;13.811,75;1.865,25;11.927,25;19,25;38.710,25
25.01.2024 18:00;25.01.2024 19:00;52.851,00;13.488,00;2.125,25;11.362,75;0,00;39.363,00
25.01.2024 19:00;25.01.2024 20:00;51.428,00;13.354,50;2.542,00;10.812,50;0,00;38.073,50
25.01.2024 20:00;25.01.2024 21:00;49.021,00;13.660,00;3.047,25;10.612,75;0,00;35.361,00
25.01.2024 21:00;25.01.2024 22:00;46.842,00;13.988,50;3.603,75;10.384,75;0,00;32.853,50
25.01.2024 22:00;25.01.2024 23:00;44.832,00;14.199,50;4.013,75;10.185,75;0,00;30.632,50
25.01.2024 23:00;26.01.2024 00:00;42.417,00;14.481,75;4.263,50;10.218,25;0,00;27.935,25
26.01.2024 00:00;26.01.2024 01:00;40.382,00;16.041,75;4.840,00;11.201,75;0,00;24.340,25
26.01.2024 01:00;26.01.2024 02:00;40.135,00;16.642,75;4.928,75;11.714,00;0,00;23.492,25
26.01.2024 02:00;26.01.2024 03:00;41.162,00;17.884,50;4.991,25;12.893,25;0,00;23.277,50
26.01.2024 03:00;26.01.2024 04:00;42.536,00;19.561,25;4.948,00;14.613,25;0,00;22.974,75
26.01.2024 04:00;26.01.2024 05:00;44.579,00;21.642,75;4.854,75;16.788,00;0,00;22.936,25
26.01.2024 05:00;26.01.2024 06:00;47.733,00;24.271,00;4.772,00;19.499,00;0,00;23.462,00
26.01.2024 06:00;26.01.2024 07:00;53.520,00;27.511,50;4.679,00;22.832,50;0,00;26.008,50
26.01.2024 07:00;26.01.2024 08:00;60.830,00;30.606,25;4.706,00;25.898,25;2,00;30.223,75
26.01.2024 08:00;26.01.2024 09:00;66.783,00;34.570,75;4.687,75;29.403,00;480,00;32.212,25
26.01.2024 09:00;26.01.2024 10:00;69.713,00;39.063,50;4.587,75;32.564,25;1.911,50;30.649,50
26.01.2024 10:00;26.01.2024 11:00;71.411,00;42.929,25;4.594,50;35.022,75;3.312,00;28.481,75
26.01.2024 11:00;26.01.2024 12:00;71.971,00;45.949,50;4.634,50;37.243,25;4.071,75;26.021,50
26.01.2024 12:00;26.01.2024 13:00;72.770,00;48.338,25;4.686,25;39.333,25;4.318,75;24.431,75
26.01.2024 13:00;26.01.2024 14:00;73.284,00;49.686,50;4.722,00;40.804,75;4.159,75;23.597,50
26.01.2024 14:00;26.01.2024 15:00;72.239,00;49.794,50;4.749,75;41.531,25;3.513,50;22.444,50
