Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
04.11.2024 14:00;04.11.2024 15:00;53.839,00;15.371,75;110,50;1.632,00;13.629,25;38.467,25
04.11.2024 15:00;04.11.2024 16:00;50.534,00;9.055,25;109,00;1.995,75;6.950,50;41.478,75
04.11.2024 16:00;04.11.2024 17:00;49.298,00;4.464,00;142,00;3.056,50;1.265,50;44.834,00
04.11.2024 17:00;04.11.2024 18:00;50.523,00;4.740,25;216,50;4.523,25;0,50;45.782,75
04.11.2024 18:00;04.11.2024 19:00;51.099,00;6.067,75;331,75;5.736,00;0,00;45.031,25
04.11.2024 19:00;04.11.2024 20:00;50.871,00;6.947,75;473,75;6.474,00;0,00;43.923,25
04.11.2024 20:00;04.11.2024 21:00;48.829,00;7.617,00;624,75;6.992,25;0,00;41.212,00
04.11.2024 21:00;04.11.2024 22:00;47.790,00;7.991,00;775,50;7.215,50;0,00;39.799,00
04.11.2024 22:00;04.11.2024 23:00;46.311,00;8.096,25;887,00;7.209,25;0,00;38.214,75
04.11.2024 23:00;05.11.2024 00:00;43.711,00;8.085,50;923,50;7.162,00;0,00;35.625,50
05.11.2024 00:00;05.11.2024 01:00;41.003,00;8.536,50;1.247,25;7.289,25;0,00;32.466,50
05.11.2024 01:00;05.11.2024 02:00;39.055,00;8.455,00;1.212,00;7.243,00;0,00;30.600,00
05.11.2024 02:00;05.11.2024 03:00;38.056,00;8.105,50;1.099,25;7.006,25;0,00;29.950,50
05.11.2024 03:00;05.11.2024 04:00;37.591,00;7.622,50;960,50;6.662,00;0,00;29.968,50
05.11.2024 04:00;05.11.2024 05:00;37.896,00;7.144,50;856,75;6.287,75;0,00;30.751,50
05.11.2024 05:00;05.11.2024 06:00;40.147,00;6.710,50;807,00;5.903,50;0,00;33.436,50
05.11.2024 06:00;05.11.2024 07:00;44.561,00;6.328,25;778,50;5.549,75;0,00;38.232,75
05.11.2024 07:00;05.11.2024 08:00;47.786,00;6.623,50;792,50;5.196,75;634,25;41.162,50
05.11.2024 08:00;05.11.2024 09:00;50.828,00;10.471,00;835,00;4.837,25;4.798,75;40.357,00
05.11.2024 09:00;05.11.2024 10:00;53.511,00;15.502,00;837,25;4.029,75;10.635,00;38.009,00
05.11.2024 10:00;05.11.2024 11:00;56.212,00;20.150,75;768,75;3.125,25;16.256,75;36.061,25
05.11.2024 11:00;05.11.2024 12:00;57.472,00;23.411,25;635,75;2.332,25;20.443,25;34.060,75
05.11.2024 12:00;05.11.2024 13:00;57.996,00;23.624,75;479,50;1.653,75;21.491,50;34.371,25
05.11.2024 13:00;05.11.2024 14:00;55.679,00;20.601,25;350,00;1.261,25;18.990,00;35.077,75
05.11.2024 14:00;05.11.2024 15:00;51.322,00;15.054,50;274,00;1.097,00;13.683,50;36.267,50
05.11.2024 15:00;05.11.2024 16:00;49.095,00;8.094,25;251,25;1.173,50;6.669,50;41.000,75
05.11.2024 16:00;05.11.2024 17:00;47.069,00;2.854,50;264,50;1.541,75;1.048,25;44.214,50
05.11.2024 17:00;05.11.2024 18:00;47.407,00;2.328,75;293,25;2.034,75;0,75;45.078,25
05.11.2024 18:00;05.11.2024 19:00;47.284,00;2.607,50;325,50;2.282,00;0,00;44.676,50
05.11.2024 19:00;05.11.2024 20:00;47.020,00;2.534,50;329,00;2.205,50;0,00;44.485,50
05.11.2024 20:00;05.11.2024 21:00;45.336,00;2.284,75;298,75;1.986,00;0,00;43.051,25
05.11.2024 21:00;05.11.2024 22:00;42.220,00;2.006,50;238,75;1.767,75;0,00;40.213,50
05.11.2024 22:00;05.11.2024 23:00;40.732,00;1.729,75;164,50;1.565,25;0,00;39.002,25
05.11.2024 23:00;06.11.2024 00:00;39.532,00;1.489,50;107,50;1.382,00;0,00;38.042,50
06.11.2024 00:00;06.11.2024 01:00;36.658,00;1.459,25;85,25;1.374,00;0,00;35.198,75
06.11.2024 01:00;06.11.2024 02:00;35.085,00;1.293,75;59,75;1.234,00;0,00;33.791,25
06.11.2024 02:00;06.11.2024 03:00;34.017,00;1.128,25;49,00;1.079,25;0,00;32.888,75
06.11.2024 03:00;06.11.2024 04:00;34.180,00;972,50;45,50;927,00;0,00;33.207,50
06.11.2024 04:00;06.11.2024 05:00;35.447,00;831,00;43,25;787,75;0,00;34.616,00
06.11.2024 05:00;06.11.2024 06:00;37.068,00;732,25;41,25;691,00;0,00;36.335,75
06.11.2024 06:00;06.11.2024 07:00;40.925,00;678,75;43,25;635,50;0,00;40.246,25
06.11.2024 07:00;06.11.2024 08:00;44.084,00;968,50;40,00;570,50;358,00;43.115,50
06.11.2024 08:00;06.11.2024 09:00;46.396,00;3.136,25;42,50;491,00;2.602,75;43.259,75
06.11.2024 09:00;06.11.2024 10:00;47.649,00;6.285,75;47,00;379,00;5.859,75;41.363,25
06.11.2024 10:00;06.11.2024 11:00;49.149,00;9.076,25;52,75;277,75;8.745,75;40.072,75
06.11.2024 11:00;06.11.2024 12:00;49.650,00;10.797,25;49,50;231,00;10.516,75;38.852,75
06.11.2024 12:00;06.11.2024 13:00;49.109,00;10.980,50;43,00;216,25;10.721,25;38.128,50
06.11.2024 13:00;06.11.2024 14:00;48.718,00;9.407,25;35,75;214,75;9.156,75;39.310,75
06.11.2024 14:00;06.11.2024 15:00;46.606,00;6.533,00;30,00;217,25;6.285,75;40.073,00
06.11.2024 15:00;06.11.2024 16:00;45.998,00;3.030,50;28,75;227,75;2.774,00;42.967,50
06.11.2024 16:00;06.11.2024 17:00;46.050,00;646,75;27,75;251,00;368,00;45.403,25
06.11.2024 17:00;06.11.2024 18:00;46.254,00;320,50;28,25;291,75;0,50;45.933,50
06.11.2024 18:00;06.11.2024 19:00;45.835,00;381,50;33,00;348,50;0,00;45.453,50
06.11.2024 19:00;06.11.2024 20:00;45.759,00;446,25;42,50;403,75;0,00;45.312,75
06.11.2024 20:00;06.11.2024 21:00;43.270,00;499,75;46,25;453,50;0,00;42.770,25
06.11.2024 21:00;06.11.2024 22:00;41.485,00;541,00;52,50;488,50;0,00;40.944,00
06.11.2024 22:00;06.11.2024 23:00;39.155,00;564,25;57,00;507,25;0,00;38.590,75
06.11.2024 23:00;07.11.2024 00:00;37.272,00;594,75;60,75;534,00;0,00;36.677,25
07.11.2024 00:00;07.11.2024 01:00;35.991,00;582,75;114,25;468,50;0,00;35.408,25
07.11.2024 01:00;07.11.2024 02:00;35.298,00;691,25;112,50;578,75;0,00;34.606,75
07.11.2024 02:00;07.11.2024 03:00;34.889,00;749,25;107,00;642,25;0,00;34.139,75
07.11.2024 03:00;07.11.2024 04:00;35.000,00;775,25;105,75;669,50;0,00;34.224,75
07.11.2024 04:00;07.11.2024 05:00;35.673,00;783,25;119,00;664,25;0,00;34.889,75
07.11.2024 05:00;07.11.2024 06:00;36.997,00;761,75;133,75;628,00;0,00;36.235,25
07.11.2024 06:00;07.11.2024 07:00;41.562,00;743,00;150,25;592,75;0,00;40.819,00
07.11.2024 07:00;07.11.2024 08:00;45.005,00;934,00;169,00;575,00;190,00;44.071,00
07.11.2024 08:00;07.11.2024 09:00;46.327,00;2.338,25;179,75;617,75;1.540,75;43.988,75
07.11.2024 09:00;07.11.2024 10:00;47.503,00;4.520,00;181,75;655,00;3.683,25;42.983,00
07.11.2024 10:00;07.11.2024 11:00;48.528,00;6.616,00;186,00;677,25;5.752,75;41.912,00
07.11.2024 11:00;07.11.2024 12:00;49.323,00;8.123,75;193,75;707,25;7.222,75;41.199,25
07.11.2024 12:00;07.11.2024 13:00;49.619,00;8.531,00;182,75;732,25;7.616,00;41.088,00
07.11.2024 13:00;07.11.2024 14:00;48.647,00;7.791,25;160,25;734,25;6.896,75;40.855,75
07.11.2024 14:00;07.11.2024 15:00;47.610,00;5.896,75;152,25;790,50;4.954,00;41.713,25
07.11.2024 15:00;07.11.2024 16:00;47.408,00;3.387,00;169,25;950,25;2.267,50;44.021,00
07.11.2024 16:00;07.11.2024 17:00;47.555,00;1.917,75;223,75;1.349,75;344,25;45.637,25
07.11.2024 17:00;07.11.2024 18:00;48.580,00;2.334,00;327,75;2.006,25;0,00;46.246,00
07.11.2024 18:00;07.11.2024 19:00;48.578,00;3.219,00;475,00;2.744,00;0,00;45.359,00
07.11.2024 19:00;07.11.2024 20:00;47.607,00;3.968,75;639,00;3.329,75;0,00;43.638,25
07.11.2024 20:00;07.11.2024 21:00;46.764,00;4.609,25;807,75;3.801,50;0,00;42.154,75
07.11.2024 21:00;07.11.2024 22:00;45.562,00;5.098,00;971,50;4.126,50;0,00;40.464,00
07.11.2024 22:00;07.11.2024 23:00;44.230,00;5.403,75;1.095,75;4.308,00;0,00;38.826,25
07.11.2024 23:00;08.11.2024 00:00;42.971,00;5.591,50;1.173,50;4.418,00;0,00;37.379,50
08.11.2024 00:00;08.11.2024 01:00;41.496,00;5.755,75;1.291,75;4.464,00;0,00;35.740,25
08.11.2024 01:00;08.11.2024 02:00;39.573,00;5.941,50;1.332,00;4.609,50;0,00;33.631,50
08.11.2024 02:00;08.11.2024 03:00;39.315,00;6.039,00;1.381,25;4.657,75;0,00;33.276,00
08.11.2024 03:00;08.11.2024 04:00;39.313,00;6.166,50;1.427,00;4.739,50;0,00;33.146,50
08.11.2024 04:00;08.11.2024 05:00;40.320,00;6.471,25;1.508,25;4.963,00;0,00;33.848,75
08.11.2024 05:00;08.11.2024 06:00;42.016,00;6.929,00;1.675,25;5.253,75;0,00;35.087,00
08.11.2024 06:00;08.11.2024 07:00;45.937,00;7.629,50;1.932,75;5.696,75;0,00;38.307,50
08.11.2024 07:00;08.11.2024 08:00;49.069,00;8.636,50;2.267,00;6.189,50;180,00;40.432,50
08.11.2024 08:00;08.11.2024 09:00;51.967,00;10.753,00;2.601,75;6.611,00;1.540,25;41.214,00
08.11.2024 09:00;08.11.2024 10:00;53.588,00;13.545,25;2.801,25;6.907,50;3.836,50;40.042,75
08.11.2024 10:00;08.11.2024 11:00;55.218,00;16.433,25;2.927,50;7.292,50;6.213,25;38.784,75
08.11.2024 11:00;08.11.2024 12:00;56.672,00;18.767,00;3.046,50;7.615,50;8.105,00;37.905,00
08.11.2024 12:00;08.11.2024 13:00;57.576,00;19.816,25;3.125,50;7.921,00;8.769,75;37.759,75
08.11.2024 13:00;08.11.2024 14:00;57.371,00;19.690,75;3.225,50;8.328,50;8.136,75;37.680,25
08.11.2024 14:00;08.11.2024 15:00;56.189,00;18.094,50;3.392,00;8.724,50;5.978,00;38.094,50
08.11.2024 15:00;08.11.2024 16:00;54.609,00;15.470,75;3.635,00;9.107,25;2.728,50;39.138,25
08.11.2024 16:00;08.11.2024 17:00;54.689,00;14.222,50;3.946,50;9.922,00;354,00;40.466,50
08.11.2024 17:00;08.11.2024 18:00;56.263,00;15.313,50;4.190,50;11.123,00;0,00;40.949,50
08.11.2024 18:00;08.11.2024 19:00;57.155,00;16.116,25;4.290,75;11.825,50;0,00;41.038,75
08.11.2024 19:00;08.11.2024 20:00;57.145,00;15.915,75;4.129,75;11.786,00;0,00;41.229,25
08.11.2024 20:00;08.11.2024 21:00;54.251,00;15.186,50;3.733,00;11.453,50;0,00;39.064,50
08.11.2024 21:00;08.11.2024 22:00;50.536,00;13.949,25;3.245,25;10.704,00;0,00;36.586,75
08.11.2024 22:00;08.11.2024 23:00;46.066,00;12.626,00;2.752,50;9.873,50;0,00;33.440,00
08.11.2024 23:00;09.11.2024 00:00;43.145,00;11.487,75;2.320,50;9.167,25;0,00;31.657,25
09.11.2024 00:00;09.11.2024 01:00;40.228,00;9.991,75;1.925,75;8.066,00;0,00;30.236,25
09.11.2024 01:00;09.11.2024 02:00;38.331,00;9.449,25;1.872,25;7.577,00;0,00;28.881,75
09.11.2024 02:00;09.11.2024 03:00;37.143,00;9.185,50;2.011,75;7.173,75;0,00;27.957,50
09.11.2024 03:00;09.11.2024 04:00;36.820,00;8.915,25;2.206,00;6.709,25;0,00;27.904,75
09.11.2024 04:00;09.11.2024 05:00;36.849,00;8.504,00;2.277,75;6.226,25;0,00;28.345,00
09.11.2024 05:00;09.11.2024 06:00;36.812,00;8.022,50;2.240,25;5.782,25;0,00;28.789,50
09.11.2024 06:00;09.11.2024 07:00;38.515,00;7.468,50;2.095,50;5.373,00;0,00;31.046,50
09.11.2024 07:00;09.11.2024 08:00;39.382,00;7.231,00;1.904,75;4.948,00;378,25;32.151,00
09.11.2024 08:00;09.11.2024 09:00;41.591,00;9.378,00;1.702,25;4.489,00;3.186,75;32.213,00
09.11.2024 09:00;09.11.2024 10:00;44.615,00;12.467,50;1.488,75;3.620,00;7.358,75;32.147,50
09.11.2024 10:00;09.11.2024 11:00;46.444,00;15.856,50;1.298,75;2.605,25;11.952,50;30.587,50
09.11.2024 11:00;09.11.2024 12:00;48.408,00;18.939,75;1.143,75;1.835,00;15.961,00;29.468,25
09.11.2024 12:00;09.11.2024 13:00;48.889,00;19.321,50;993,25;1.398,25;16.930,00;29.567,50
09.11.2024 13:00;09.11.2024 14:00;47.390,00;17.155,75;892,50;1.206,50;15.056,75;30.234,25
09.11.2024 14:00;09.11.2024 15:00;45.154,00;12.816,00;838,25;1.148,50;10.829,25;32.338,00
09.11.2024 15:00;09.11.2024 16:00;43.411,00;7.140,50;828,25;1.431,75;4.880,50;36.270,50
09.11.2024 16:00;09.11.2024 17:00;42.238,00;3.580,50;849,00;2.122,50;609,00;38.657,50
09.11.2024 17:00;09.11.2024 18:00;43.978,00;3.773,25;880,75;2.892,50;0,00;40.204,75
09.11.2024 18:00;09.11.2024 19:00;44.898,00;4.282,00;890,50;3.391,50;0,00;40.616,00
09.11.2024 19:00;09.11.2024 20:00;45.015,00;4.283,50;845,75;3.437,75;0,00;40.731,50
09.11.2024 20:00;09.11.2024 21:00;42.520,00;3.937,50;750,50;3.187,00;0,00;38.582,50
09.11.2024 21:00;09.11.2024 22:00;40.327,00;3.425,75;659,00;2.766,75;0,00;36.901,25
09.11.2024 22:00;09.11.2024 23:00;38.102,00;2.913,00;575,75;2.337,25;0,00;35.189,00
09.11.2024 23:00;10.11.2024 00:00;34.491,00;2.478,25;499,50;1.978,75;0,00;32.012,75
10.11.2024 00:00;10.11.2024 01:00;31.735,00;1.799,75;496,25;1.303,50;0,00;29.935,25
10.11.2024 01:00;10.11.2024 02:00;30.439,00;1.644,25;490,75;1.153,50;0,00;28.794,75
10.11.2024 02:00;10.11.2024 03:00;29.649,00;1.530,00;492,75;1.037,25;0,00;28.119,00
10.11.2024 03:00;10.11.2024 04:00;29.177,00;1.413,50;493,50;920,00;0,00;27.763,50
10.11.2024 04:00;10.11.2024 05:00;29.221,00;1.341,50;505,00;836,50;0,00;27.879,50
10.11.2024 05:00;10.11.2024 06:00;29.966,00;1.313,00;525,25;787,75;0,00;28.653,00
10.11.2024 06:00;10.11.2024 07:00;29.983,00;1.306,25;554,00;752,25;0,00;28.676,75
10.11.2024 07:00;10.11.2024 08:00;30.970,00;1.511,50;567,00;692,00;252,50;29.458,50
10.11.2024 08:00;10.11.2024 09:00;32.219,00;3.218,50;568,50;644,00;2.006,00;29.000,50
10.11.2024 09:00;10.11.2024 10:00;34.093,00;5.938,25;574,50;589,25;4.774,50;28.154,75
10.11.2024 10:00;10.11.2024 11:00;36.157,00;8.687,00;593,00;521,25;7.572,75;27.470,00
10.11.2024 11:00;10.11.2024 12:00;38.192,00;10.819,75;645,50;448,25;9.726,00;27.372,25
10.11.2024 12:00;10.11.2024 13:00;39.582,00;11.473,25;675,00;423,50;10.374,75;28.108,75
10.11.2024 13:00;10.11.2024 14:00;38.743,00;10.406,00;696,75;448,00;9.261,25;28.337,00
10.11.2024 14:00;10.11.2024 15:00;38.268,00;7.719,75;695,00;495,25;6.529,50;30.548,25
10.11.2024 15:00;10.11.2024 16:00;38.403,00;4.062,75;684,25;577,75;2.800,75;34.340,25
10.11.2024 16:00;10.11.2024 17:00;40.170,00;1.730,50;669,75;757,00;303,75;38.439,50
10.11.2024 17:00;10.11.2024 18:00;41.070,00;1.724,25;667,25;1.057,00;0,00;39.345,75
10.11.2024 18:00;10.11.2024 19:00;42.025,00;2.091,75;677,25;1.414,50;0,00;39.933,25
10.11.2024 19:00;10.11.2024 20:00;41.742,00;2.463,75;712,00;1.751,75;0,00;39.278,25
10.11.2024 20:00;10.11.2024 21:00;41.691,00;2.852,00;783,75;2.068,25;0,00;38.839,00
10.11.2024 21:00;10.11.2024 22:00;39.983,00;3.211,00;869,25;2.341,75;0,00;36.772,00
10.11.2024 22:00;10.11.2024 23:00;36.868,00;3.463,00;940,50;2.522,50;0,00;33.405,00
10.11.2024 23:00;11.11.2024 00:00;35.072,00;3.645,25;1.010,75;2.634,50;0,00;31.426,75
11.11.2024 00:00;11.11.2024 01:00;34.618,00;4.423,25;1.590,50;2.832,75;0,00;30.194,75
11.11.2024 01:00;11.11.2024 02:00;34.052,00;5.050,00;1.941,50;3.108,50;0,00;29.002,00
11.11.2024 02:00;11.11.2024 03:00;34.201,00;5.691,00;2.290,75;3.400,25;0,00;28.510,00
11.11.2024 03:00;11.11.2024 04:00;34.124,00;6.382,75;2.637,75;3.745,00;0,00;27.741,25
11.11.2024 04:00;11.11.2024 05:00;36.387,00;7.317,50;3.136,50;4.181,00;0,00;29.069,50
11.11.2024 05:00;11.11.2024 06:00;41.237,00;8.660,25;3.925,00;4.735,25;0,00;32.576,75
11.11.2024 06:00;11.11.2024 07:00;47.716,00;9.961,00;4.467,50;5.493,50;0,00;37.755,00
11.11.2024 07:00;11.11.2024 08:00;52.815,00;10.833,75;4.598,50;6.133,50;101,75;41.981,25
11.11.2024 08:00;11.11.2024 09:00;56.237,00;12.219,75;4.550,75;6.670,50;998,50;44.017,25
11.11.2024 09:00;11.11.2024 10:00;56.917,00;13.946,00;4.482,00;6.841,25;2.622,75;42.971,00
11.11.2024 10:00;11.11.2024 11:00;57.229,00;15.570,75;4.396,25;6.729,00;4.445,50;41.658,25
11.11.2024 11:00;11.11.2024 12:00;58.487,00;16.879,50;4.324,50;6.689,00;5.866,00;41.607,50
11.11.2024 12:00;11.11.2024 13:00;58.504,00;17.448,75;4.319,75;6.764,00;6.365,00;41.055,25
11.11.2024 13:00;11.11.2024 14:00;58.048,00;16.815,50;4.391,00;6.698,00;5.726,50;41.232,50
11.11.2024 14:00;11.11.2024 15:00;56.636,00;15.086,00;4.474,50;6.568,75;4.042,75;41.550,00
11.11.2024 15:00;11.11.2024 16:00;56.156,00;13.075,50;4.580,25;6.670,00;1.825,25;43.080,50
11.11.2024 16:00;11.11.2024 17:00;56.553,00;12.225,75;4.715,50;7.248,25;262,00;44.327,25
11.11.2024 17:00;11.11.2024 18:00;57.967,00;12.679,25;4.777,00;7.902,25;0,00;45.287,75
11.11.2024 18:00;11.11.2024 19:00;58.268,00;12.943,50;4.768,50;8.175,00;0,00;45.324,50
11.11.2024 19:00;11.11.2024 20:00;56.817,00;12.812,75;4.688,75;8.124,00;0,00;44.004,25
11.11.2024 20:00;11.11.2024 21:00;54.930,00;12.446,50;4.538,00;7.908,50;0,00;42.483,50
11.11.2024 21:00;11.11.2024 22:00;52.236,00;11.820,75;4.370,00;7.450,75;0,00;40.415,25
11.11.2024 22:00;11.11.2024 23:00;48.749,00;11.225,50;4.200,50;7.025,00;0,00;37.523,50
11.11.2024 23:00;12.11.2024 00:00;45.979,00;10.741,00;4.016,75;6.724,25;0,00;35.238,00
12.11.2024 00:00;12.11.2024 01:00;43.446,00;9.938,75;3.598,75;6.340,00;0,00;33.507,25
12.11.2024 01:00;12.11.2024 02:00;41.679,00;9.220,00;3.102,00;6.118,00;0,00;32.459,00
12.11.2024 02:00;12.11.2024 03:00;40.415,00;8.365,00;2.562,25;5.802,75;0,00;32.050,00
12.11.2024 03:00;12.11.2024 04:00;39.560,00;7.537,00;2.042,75;5.494,25;0,00;32.023,00
12.11.2024 04:00;12.11.2024 05:00;39.648,00;6.834,25;1.627,50;5.206,75;0,00;32.813,75
12.11.2024 05:00;12.11.2024 06:00;41.601,00;6.326,25;1.340,50;4.985,75;0,00;35.274,75
12.11.2024 06:00;12.11.2024 07:00;45.141,00;5.955,25;1.114,75;4.840,50;0,00;39.185,75
12.11.2024 07:00;12.11.2024 08:00;48.764,00;5.633,00;966,25;4.537,00;129,75;43.131,00
12.11.2024 08:00;12.11.2024 09:00;52.519,00;6.739,50;835,00;4.283,25;1.621,25;45.779,50
12.11.2024 09:00;12.11.2024 10:00;54.100,00;8.854,00;718,75;3.847,25;4.288,00;45.246,00
12.11.2024 10:00;12.11.2024 11:00;55.051,00;10.855,00;605,50;3.422,25;6.827,25;44.196,00
12.11.2024 11:00;12.11.2024 12:00;55.359,00;12.241,00;484,50;3.270,00;8.486,50;43.118,00
12.11.2024 12:00;12.11.2024 13:00;55.089,00;12.375,50;391,00;3.356,50;8.628,00;42.713,50
12.11.2024 13:00;12.11.2024 14:00;54.185,00;11.292,50;335,75;3.592,00;7.364,75;42.892,50
12.11.2024 14:00;12.11.2024 15:00;52.878,00;9.114,75;313,00;3.791,50;5.010,25;43.763,25
12.11.2024 15:00;12.11.2024 16:00;51.648,00;6.246,75;335,25;3.882,25;2.029,25;45.401,25
12.11.2024 16:00;12.11.2024 17:00;52.084,00;4.868,00;375,75;4.284,50;207,75;47.216,00
12.11.2024 17:00;12.11.2024 18:00;53.140,00;5.456,75;422,00;5.034,75;0,00;47.683,25
12.11.2024 18:00;12.11.2024 19:00;52.369,00;5.934,75;450,50;5.484,25;0,00;46.434,25
12.11.2024 19:00;12.11.2024 20:00;50.763,00;5.940,50;473,00;5.467,50;0,00;44.822,50
12.11.2024 20:00;12.11.2024 21:00;48.310,00;5.787,75;499,25;5.288,50;0,00;42.522,25
12.11.2024 21:00;12.11.2024 22:00;45.661,00;5.364,25;519,75;4.844,50;0,00;40.296,75
12.11.2024 22:00;12.11.2024 23:00;44.442,00;4.935,25;543,50;4.391,75;0,00;39.506,75
12.11.2024 23:00;13.11.2024 00:00;42.547,00;4.637,00;577,00;4.060,00;0,00;37.910,00
13.11.2024 00:00;13.11.2024 01:00;40.514,00;3.822,00;516,50;3.305,50;0,00;36.692,00
13.11.2024 01:00;13.11.2024 02:00;39.313,00;3.726,50;577,75;3.148,75;0,00;35.586,50
13.11.2024 02:00;13.11.2024 03:00;38.889,00;3.577,25;635,25;2.942,00;0,00;35.311,75
13.11.2024 03:00;13.11.2024 04:00;38.865,00;3.507,75;757,25;2.750,50;0,00;35.357,25
13.11.2024 04:00;13.11.2024 05:00;39.414,00;3.602,25;1.001,75;2.600,50;0,00;35.811,75
13.11.2024 05:00;13.11.2024 06:00;42.137,00;3.812,00;1.353,25;2.458,75;0,00;38.325,00
13.11.2024 06:00;13.11.2024 07:00;44.617,00;4.026,25;1.673,00;2.353,25;0,00;40.590,75
13.11.2024 07:00;13.11.2024 08:00;48.522,00;4.175,00;1.836,25;2.272,75;66,00;44.347,00
13.11.2024 08:00;13.11.2024 09:00;52.071,00;5.175,50;1.945,00;2.371,00;859,50;46.895,50
13.11.2024 09:00;13.11.2024 10:00;54.155,00;7.093,75;2.199,50;2.548,75;2.345,50;47.061,25
13.11.2024 10:00;13.11.2024 11:00;54.690,00;9.088,75;2.704,50;2.653,25;3.731,00;45.601,25
13.11.2024 11:00;13.11.2024 12:00;55.310,00;10.537,50;3.163,25;2.820,25;4.554,00;44.772,50
13.11.2024 12:00;13.11.2024 13:00;55.610,00;11.166,00;3.555,50;3.128,25;4.482,25;44.444,00
13.11.2024 13:00;13.11.2024 14:00;55.280,00;11.032,00;3.880,75;3.514,50;3.636,75;44.248,00
13.11.2024 14:00;13.11.2024 15:00;53.724,00;10.152,25;4.030,25;3.866,75;2.255,25;43.571,75
13.11.2024 15:00;13.11.2024 16:00;53.063,00;9.030,25;3.970,50;4.188,25;871,50;44.032,75
13.11.2024 16:00;13.11.2024 17:00;53.857,00;8.563,25;3.905,50;4.552,75;105,00;45.293,75
13.11.2024 17:00;13.11.2024 18:00;54.858,00;8.997,75;4.001,00;4.996,75;0,00;45.860,25
13.11.2024 18:00;13.11.2024 19:00;54.597,00;9.825,50;4.292,25;5.533,25;0,00;44.771,50
13.11.2024 19:00;13.11.2024 20:00;55.127,00;10.820,50;4.719,00;6.101,50;0,00;44.306,50
13.11.2024 20:00;13.11.2024 21:00;53.737,00;12.009,50;5.185,25;6.824,25;0,00;41.727,50
13.11.2024 21:00;13.11.2024 22:00;52.682,00;13.291,75;5.678,00;7.613,75;0,00;39.390,25
13.11.2024 22:00;13.11.2024 23:00;50.384,00;14.353,50;5.891,50;8.462,00;0,00;36.030,50
13.11.2024 23:00;14.11.2024 00:00;47.614,00;15.339,25;5.949,50;9.389,75;0,00;32.274,75
14.11.2024 00:00;14.11.2024 01:00;45.814,00;15.431,50;6.005,50;9.426,00;0,00;30.382,50
14.11.2024 01:00;14.11.2024 02:00;45.877,00;16.245,75;6.007,50;10.238,25;0,00;29.631,25
14.11.2024 02:00;14.11.2024 03:00;45.353,00;16.777,00;5.820,00;10.957,00;0,00;28.576,00
14.11.2024 03:00;14.11.2024 04:00;45.816,00;17.195,25;5.657,25;11.538,00;0,00;28.620,75
14.11.2024 04:00;14.11.2024 05:00;46.326,00;17.601,75;5.603,75;11.998,00;0,00;28.724,25
14.11.2024 05:00;14.11.2024 06:00;47.962,00;17.576,25;5.449,50;12.126,75;0,00;30.385,75
14.11.2024 06:00;14.11.2024 07:00;51.930,00;17.290,75;5.253,00;12.037,75;0,00;34.639,25
14.11.2024 07:00;14.11.2024 08:00;56.290,00;16.982,50;5.137,75;11.750,25;94,50;39.307,50
14.11.2024 08:00;14.11.2024 09:00;59.285,00;17.958,25;5.185,75;11.664,25;1.108,25;41.326,75
14.11.2024 09:00;14.11.2024 10:00;60.293,00;19.634,00;5.128,25;11.430,50;3.075,25;40.659,00
14.11.2024 10:00;14.11.2024 11:00;61.034,00;21.001,75;4.832,50;11.140,50;5.028,75;40.032,25
14.11.2024 11:00;14.11.2024 12:00;61.281,00;21.736,00;4.406,75;10.951,75;6.377,50;39.545,00
14.11.2024 12:00;14.11.2024 13:00;60.821,00;22.000,50;4.070,50;11.202,50;6.727,50;38.820,50
14.11.2024 13:00;14.11.2024 14:00;59.905,00;21.503,50;4.031,75;11.534,75;5.937,00;38.401,50
14.11.2024 14:00;14.11.2024 15:00;58.522,00;19.658,00;4.274,75;11.478,25;3.905,00;38.864,00
14.11.2024 15:00;14.11.2024 16:00;57.023,00;17.283,75;4.465,00;11.263,25;1.555,50;39.739,25
14.11.2024 16:00;14.11.2024 17:00;56.866,00;15.769,00;4.426,50;11.191,00;151,50;41.097,00
14.11.2024 17:00;14.11.2024 18:00;58.307,00;15.483,50;4.486,25;10.997,25;0,00;42.823,50
14.11.2024 18:00;14.11.2024 19:00;58.104,00;15.095,50;4.452,75;10.642,75;0,00;43.008,50
14.11.2024 19:00;14.11.2024 20:00;56.438,00;14.537,75;4.304,00;10.233,75;0,00;41.900,25
14.11.2024 20:00;14.11.2024 21:00;54.655,00;13.901,50;4.050,50;9.851,00;0,00;40.753,50
14.11.2024 21:00;14.11.2024 22:00;52.474,00;13.110,75;3.741,75;9.369,00;0,00;39.363,25
14.11.2024 22:00;14.11.2024 23:00;50.776,00;12.342,25;3.436,00;8.906,25;0,00;38.433,75
14.11.2024 23:00;15.11.2024 00:00;48.493,00;11.607,75;3.187,50;8.420,25;0,00;36.885,25
15.11.2024 00:00;15.11.2024 01:00;44.230,00;9.055,00;2.560,25;6.494,75;0,00;35.175,00
